Track ID,Track Name,Album Name,Artist Name(s),Duration (ms),Popularity,Genres,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Ultraviolence (Deluxe),Lana Del Rey,351640,77,,0.404,0.664,1,-6.698,0.0407,0.542,0.00402,0.11,0.0949,107.747,4
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Young And Beautiful,Lana Del Rey,236053,80,,0.324,0.416,11,-8.92,0.0368,0.262,0.0000369,0.11,0.151,113.986,4
43iIQbw5hx986dUEZbr3eN,From The Start,Bewitched,Laufey,169573,77,,0.554,0.339,1,-10.088,0.0779,0.886,0.00128,0.11,0.83,80.994,4
3bTzAFtvHyDWJcIyTQijGO,Michelle,Party Favors,Sir Chloe,214087,0,,0.352,0.442,4,-5.238,0.0297,0.0808,0.0000232,0.109,0.108,115.647,3
5wA5mA9v9lPxAaSg1FagG6,Big And Chunky,Madagascar: Escape 2 Africa (Music From The Motion Picture),will.i.am,201640,56,,0.965,0.783,6,-6.898,0.098,0.141,0.000231,0.109,0.863,119.94,4
6ZxPYutGhjLTrcmvcshCa4,Arabian Nights (2019),Aladdin (Original Motion Picture Soundtrack),Will Smith,193096,61,,0.445,0.532,8,-8.018,0.0405,0.254,0,0.109,0.465,128.776,4
5lwQGZYF4BXOzFtXc5zk8q,Head Over Heels - Dave Bascombe 7 N.Mix,Songs From The Big Chair (Deluxe),"Tears For Fears,Dave Bascombe",257315,67,"new wave,synthpop",0.623,0.739,7,-8.116,0.0244,0.338,0.0000188,0.109,0.642,95.007,4
1HYnjKqSSHh1tdl2Hi57zH,"Wasteland, Baby!","Wasteland, Baby!",Hozier,266466,58,,0.427,0.407,2,-9.665,0.0382,0.612,0.386,0.109,0.244,168.844,4
4KGGeE7RJsgLNZmnxGFlOj,Falling Behind,Everything I Know About Love,Laufey,173640,74,,0.449,0.353,7,-12.986,0.0915,0.942,0.0786,0.109,0.55,165.888,4
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Ramones,134466,66,"punk,proto-punk",0.385,0.783,9,-2.533,0.233,0.000269,0.47,0.108,0.902,176.701,4
3vZUC1m6QVm7urnN6lcF64,Ghosting,O My Heart,Mother Mother,285986,10,,0.606,0.618,11,-5.1,0.0258,0.325,0.0019,0.108,0.237,92.061,4
37zuIvk4KBkAxxLJsxJaHq,Would That I,"Wasteland, Baby!",Hozier,268293,70,,0.521,0.526,5,-6.032,0.0281,0.243,0.00537,0.108,0.502,130.694,4
0zMAvsQmaQ4DGsmXtKixpn,Burning Pile,O My Heart,Mother Mother,262173,6,,0.516,0.755,5,-3.724,0.0383,0.0633,0.00103,0.107,0.165,140.099,4
4E6QZS2KoOE1U64yMrtpIN,Join Us for a Bite,All Five Nights,"JT Music,Andrea Storm Kaden",236511,61,nerdcore,0.595,0.752,1,-5.651,0.0361,0.0461,0,0.107,0.386,85.987,4
2n0U2OG5d6TuW5mKx7YrC0,Two Birds,Far,Regina Spektor,195840,68,,0.546,0.5,0,-8.881,0.0379,0.802,0.00108,0.107,0.449,150.92,4
6gz3orrUlKresI8GShSkdq,A Burning Hill,Puberty 2,Mitski,109627,59,,0.462,0.191,2,-14.993,0.0374,0.77,0.00264,0.107,0.0996,132.034,1
4zvvvHm0b5CBl37tocxm7n,Sunlight,"Wasteland, Baby!",Hozier,257346,54,,0.464,0.559,7,-4.209,0.0287,0.368,0.000176,0.106,0.368,115.349,4
3ty4jnVIJ9My8ZnXFMc0Fg,愛して 愛して 愛して,きくおミク3,Kikuo,252000,62,vocaloid,0.605,0.842,8,-4.747,0.0509,0.0862,0.00000308,0.106,0.35,115.008,3
2Co0IjcLTSHMtodwD4gzfg,I Bet on Losing Dogs,Puberty 2,Mitski,170240,77,,0.398,0.493,9,-9.561,0.0303,0.00347,0.000157,0.106,0.412,82.048,4
6suYoN4gFkanqOBn5yRnJC,Boys Will Be Bugs,Animal Kingdom,Cavetown,329049,63,bedroom pop,0.486,0.528,1,-11.722,0.0463,0.00387,0.000014,0.106,0.452,178.519,4
57V4uc2b2diZ4RPHXWecb9,Like Real People Do,Hozier (Expanded Edition),Hozier,198026,68,,0.539,0.179,7,-14.33,0.0309,0.921,0.393,0.106,0.145,140.01,3
51Grh1RyUDcMBbpuyUIUHI,rises the moon,recently,Liana Flores,161929,76,,0.483,0.129,5,-20.149,0.0349,0.947,0.145,0.106,0.203,137.35,3
0tGqk0HlYMQ16aj7yJwleF,Pretend,1234,alex_g_offline,359769,68,,0.611,0.703,9,-2.924,0.0282,0.0541,0.00000129,0.105,0.358,116.11,4
7wdwIaXUuzlu1grzWMFRJm,Mary On A Cross,[MESSAGE FROM THE CLERGY],Ghost,244804,59,"metal,hard rock",0.467,0.9,11,-4.505,0.0451,0.000187,0.000493,0.105,0.554,130.027,4
7DdXf9x75iEVCHWfoRwRuR,Fitzpleasure,An Awesome Wave,alt-J,219400,53,"indie,indie rock",0.584,0.594,9,-6.935,0.0487,0.142,0.00117,0.105,0.36,143.935,4
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,161123,80,"indie,garage rock",0.691,0.631,2,-6.478,0.0368,0.0483,0.0000113,0.104,0.8,92.004,4
6OYt65uojulET7Kv7BRRrP,Milkshake,Milkshake,BBY KODIE,109109,44,,0.872,0.534,11,-11.152,0.28,0.00518,0.0000597,0.104,0.544,110.035,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,251488,81,"new wave,synthpop",0.645,0.795,7,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,4
2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,244804,25,"metal,hard rock",0.466,0.9,11,-4.469,0.0447,0.000235,0.00104,0.103,0.561,130.02,4
7huo2wvrCgRucUsjdSDLQV,Ain't No Other Man,Back To Basics,Christina Aguilera,228906,56,,0.862,0.742,7,-4.722,0.222,0.00376,0.00855,0.103,0.511,127.91,4
5cxnSTLzGD1t9xcdmJYFVB,No Children,Tallahassee,The Mountain Goats,168306,54,"folk punk,indie folk",0.607,0.411,1,-7.566,0.0414,0.603,0.000671,0.103,0.412,84.94,4
05tkwIiIjcYXquRoObDh94,I Hate My Mom,I Sold My Soul to the Devil When I Was 12,GRLwood,153051,52,,0.369,0.864,9,-8.104,0.417,0.126,0.317,0.103,0.164,163.091,4
2pFKuQp8QLsp9Hl3YXuaGo,Cars That Go Boom,808: The Compilation,L'Trimm,234962,33,miami bass,0.953,0.536,1,-9.935,0.203,0.0161,0.0000174,0.103,0.305,119.903,4
3WxmlTZ85sCYFnuIXmUAEe,party favor,dont smile at me,Billie Eilish,204770,62,,0.826,0.188,0,-12.181,0.0883,0.882,0.00000283,0.103,0.205,130.022,4
2EOMe4XAS7U6UA1mhDs9tP,Despicable Me,Despicable Me,Pharrell Williams,252973,49,,0.782,0.333,11,-12.283,0.115,0.0481,0,0.102,0.32,84.99,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,I Love You.,The Neighbourhood,240400,85,,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
5G9qKplB5e4lIpSncwKWVE,Milk and Cookies,Cry Baby (Deluxe Edition),Melanie Martinez,206280,55,,0.568,0.613,0,-5.069,0.0254,0.104,0.00000623,0.101,0.426,89.951,4
0lsw4q8Jei7gEoV7kFe3DS,Lgbt,Audacious,cupcakKe,161332,41,,0.795,0.857,0,-8.676,0.162,0.172,0.0000176,0.101,0.419,124.967,4
11ZulcYY4lowvcQm4oe3VJ,Slumber Party (feat. Princess Nokia),DEMIDEVIL,"Ashnikko,Princess Nokia",178404,67,,0.964,0.398,11,-8.981,0.0795,0.00151,0.0000395,0.101,0.563,105.012,4
6qcflbvbBkqgicxlQlpcHm,Fishy Love,Fishy Love,Griffinilla,181484,34,,0.828,0.67,0,-11.323,0.0519,0.381,0.0000341,0.101,0.686,140.984,4
4w9soAM7IrmYDhSXLp14p6,Peaches,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),Jack Black,95440,61,,0.698,0.312,10,-10.9,0.0483,0.797,0,0.1,0.419,92.138,4
4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Making Mirrors,"Gotye,Kimbra",244973,71,,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,4
4xPoxOIE2P6GSWhSgNfrqs,Roller Derby Queen,Photographs & Memories: His Greatest Hits,Jim Croce,207893,0,"folk rock,singer-songwriter",0.698,0.669,4,-8.896,0.0416,0.488,0.0000126,0.0985,0.925,126.105,4
41K8qlXVHE5cDv7eifdk4G,Bad Ideas,Bad Ideas,Tessa Violet,179173,40,,0.786,0.523,0,-7.583,0.21,0.622,0.000671,0.0978,0.379,80.042,4
6nzXkCBOhb2mxctNihOqbb,Bad Girls,Matangi,M.I.A.,227520,69,,0.639,0.912,1,-2.621,0.0615,0.00107,0,0.097,0.343,143.448,4
4N2ibi4kcH4D5ZYYvMiKsg,Class of 2013,"Retired from Sad, New Career in Business",Mitski,109824,0,,0.44,0.22,0,-10.638,0.0427,0.939,0.000031,0.0969,0.122,125.53,3
5nVE45ithgyVocZp5XLAk6,The Bug Collector,I Need to Start a Garden,Haley Heynderickx,228459,63,,0.538,0.419,10,-9.705,0.0353,0.777,0.329,0.0967,0.529,99.622,4
5v2XzNRSvLB6AVO6gF5JSh,Fuck A Dude,Fuck A Dude,Mr Enro,148954,27,,0.825,0.611,7,-7.259,0.168,0.514,0,0.0965,0.533,91.078,4
1C042FLYy7rP3MfnkOcnha,Cherry Wine - Live,Hozier (Expanded Edition),Hozier,240146,64,,0.415,0.11,1,-14.901,0.0388,0.951,0.00236,0.0962,0.234,81.876,4
7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Torches,Foster The People,239600,80,,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,4
7JTGwb6ug0z15F5roNLE0s,Two Time,Inchman / Two Time,Jack Stauber's Micropop,139850,59,,0.832,0.346,0,-9.64,0.036,0.112,0.0000129,0.0945,0.688,98.512,4
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,ARDIPITHECUS,WILLOW,196520,73,,0.764,0.705,3,-5.279,0.0278,0.0371,0.0000194,0.0943,0.672,101.003,4
1MOyN6opDPpLi3nTfgEcjS,Dirty Town,Touch Up,Mother Mother,152800,0,,0.642,0.594,9,-5.542,0.0654,0.441,0.0052,0.0941,0.648,114.344,4
2gvmxusSOe3vNjNDjQWaso,My Alcoholic Friends,"Yes, Virginia",The Dresden Dolls,167680,67,dark cabaret,0.596,0.679,4,-3.881,0.0324,0.18,0,0.0938,0.746,110.464,4
0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Bigger Than Both Of Us,Daryl Hall & John Oates,142786,74,soft rock,0.573,0.683,5,-6.644,0.176,0.461,0,0.0935,0.817,169.519,4
0qXP5fMhxGzxALOkXYUxfP,Loverboy,Helios,A-Wall,224520,20,bedroom pop,0.604,0.466,0,-10.093,0.0315,0.649,0.0334,0.093,0.499,120.045,4
68qjS7DsWSTfxuaKLcPc3j,Don't Mine At Night - Minecraft Parody,Don't Mine At Night - Minecraft Parody,Brad Knauber,217156,48,,0.725,0.852,11,-3.815,0.161,0.00425,0,0.0929,0.565,125.825,4
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,Hunting High and Low,a-ha,225280,80,"new wave,synthpop",0.573,0.902,6,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,4
1WEKOnzzXkfqYJ9n5xoOS6,Cupid Gay Version,Cupid Gay Version,edd2e,120130,40,,0.719,0.715,6,-9.995,0.0358,0.141,0,0.0927,0.864,120.008,4
3RIgHHpnFKj5Rni1shokDj,Norman fucking Rockwell,Norman Fucking Rockwell!,Lana Del Rey,248934,68,,0.215,0.203,5,-12.65,0.0346,0.968,0.0585,0.0923,0.143,78.287,1
4sOX1nhpKwFWPvoMMExi3q,Primadonna,Electra Heart (Deluxe),MARINA,221075,68,,0.66,0.689,4,-2.671,0.0337,0.0884,0,0.0922,0.427,127.98,4
1Pt2STlAgfB1CiEV8mf3CN,Prince Ali,Aladdin (Original Motion Picture Soundtrack),Will Smith,209666,59,,0.409,0.765,10,-5.674,0.104,0.0574,0,0.0922,0.365,97.383,4
0kYMwaQWABTkFff8AZjmYI,Hayloft II,Inside (Deluxe),Mother Mother,215040,71,,0.326,0.866,9,-4.541,0.101,0.0044,0.00000737,0.0912,0.172,178.181,4
4Xn2RsLiDUDisOgJ24FigK,Pink Fluffy Unicorns Dancing On Rainbows,"Corduroys, With Tassles",Songs To Wear Pants To,93559,49,,0.964,0.554,5,-10.215,0.0598,0.29,0,0.0911,0.855,118.124,4
1ptwL6lZNLc654XAaHqcHb,Unknown / Nth,Unreal Unearth,Hozier,280106,62,,0.475,0.178,7,-9.976,0.0347,0.745,0.000189,0.0899,0.23,136.687,4
2LTCVKCcbKQBoqofOkI0fB,Army Dreamers,Never for Ever,Kate Bush,178640,57,"art pop,baroque pop,art rock",0.679,0.0742,4,-22.23,0.0664,0.74,0.000096,0.0897,0.318,144.002,3
3Yvk0ZLxMlt6ioasvdN6vB,Lemon Boy,Lemon Boy,Cavetown,272902,58,bedroom pop,0.509,0.478,4,-10.051,0.0392,0.185,0.0000014,0.0891,0.323,139.926,4
4fixebDZAVToLbUCuEloa2,Womanizer,Circus (Deluxe Version),Britney Spears,224400,75,pop,0.724,0.695,11,-5.226,0.0622,0.073,0,0.0889,0.235,139,4
7ySUcLPVX7KudhnmNcgY2D,S&M,Loud (Japan Version),Rihanna,243600,78,,0.769,0.685,1,-5.019,0.041,0.0105,0.000124,0.0887,0.836,127.977,4
6Uwi2Qk3H7fM4b4W4ExrAp,Scott Street,Stranger in the Alps,Phoebe Bridgers,305000,72,,0.508,0.417,10,-9.632,0.0296,0.77,0.0928,0.0887,0.483,134.944,4
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,The Time Of Our Lives,Miley Cyrus,202066,71,,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,4
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,218423,89,,0.7,0.582,11,-5.96,0.0356,0.0502,0,0.0881,0.785,116.712,4
3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Black Holes and Revelations,Muse,212439,75,"alternative rock,rock",0.668,0.921,7,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120,4
6PpyKW3V4GtKK7hXm2sORT,Copacabana (At the Copa) - Long Version,Ultimate Manilow,Barry Manilow,340906,36,adult standards,0.679,0.843,5,-8.976,0.0679,0.0388,0.0216,0.087,0.836,116.517,4
24jvD83UgLmrdGjhWTFslY,Video Games,Born To Die - The Paradise Edition,Lana Del Rey,281960,60,,0.236,0.249,6,-9.595,0.0348,0.811,0.000001,0.087,0.181,72.847,5
6K1MMs1n24oLSzGoWJaGsF,Daycare Theme,Five Nights at Freddy's: Security Breach Original Soundtrack,Allen Simpson,148846,1,,0.95,0.427,8,-10.762,0.0711,0.603,0.000532,0.087,0.964,110.956,4
7rWgGyRK7RAqAAXy4bLft9,Angeleyes,Voulez-Vous,ABBA,260893,65,,0.719,0.922,11,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,4
5Ts1DYOuouQLgzTaisxWYh,Love Grows (Where My Rosemary Goes),Love Grows (Where My Rosemary Goes) & Other Gems,Edison Lighthouse,174760,69,,0.568,0.824,9,-4.613,0.0299,0.403,0,0.0855,0.753,108.625,4
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,THE ANXIETY,"THE ANXIETY,WILLOW,Tyler Cole",162680,68,,0.773,0.47,2,-7.93,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4
4A8ts0wUeOYu7y11KAAPil,Munch (Feelin’ U),Like..? (Deluxe),Ice Spice,104160,37,,0.663,0.603,11,-5.595,0.364,0.348,0,0.085,0.598,132.873,3
5nHTLEJ10zaqdnKqLriah4,Carousel,Cry Baby (Deluxe Edition),Melanie Martinez,230160,60,,0.739,0.661,1,-5.35,0.0764,0.0958,0.0000188,0.0848,0.333,76.999,4
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,The Rise and Fall of a Midwest Princess,Chappell Roan,192720,80,,0.657,0.82,9,-4.448,0.0441,0.0176,0,0.0847,0.709,124.041,4
2cZ5ACJfBj2uAXARdHpjAW,The Anthem,The Boatlift,"Pitbull,Lil Jon",245054,55,crunk,0.793,0.781,10,-4.277,0.186,0.00459,0.00000168,0.0846,0.883,123.996,4
228BxWXUYQPJrJYHDLOHkj,Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,192600,62,"reggaeton,latin",0.852,0.797,0,-6.543,0.0614,0.322,0.00000269,0.0845,0.741,96.008,4
5xo8RrjJ9CVNrtRg2S3B1R,Motion Sickness,Stranger in the Alps,Phoebe Bridgers,229760,70,,0.651,0.546,1,-9.021,0.0357,0.774,0.0437,0.0842,0.623,107.021,4
0JbSghVDghtFEurrSO8JrC,Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,225560,71,"country,acoustic country",0.644,0.904,2,-4.532,0.0464,0.0295,0,0.0834,0.672,105.969,4
2TjdnqlpwOjhijHCwHCP2d,The Great Gig in the Sky,The Dark Side of the Moon,Pink Floyd,283872,69,"progressive rock,psychedelic rock,classic rock,symphonic rock,art rock,rock",0.274,0.217,5,-13.814,0.0345,0.767,0.896,0.0832,0.181,116.334,4
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Melophobia,Cage The Elephant,208760,75,modern rock,0.636,0.676,2,-3.442,0.0263,0.0807,0,0.0831,0.273,113.98,4
5hM5arv9KDbCHS0k9uqwjr,Borderline,The Slow Rush,Tame Impala,237800,77,"indie,psychedelic pop",0.621,0.873,5,-3.067,0.0369,0.0406,0.0000091,0.0824,0.873,97.96,4
27L8sESb3KR79asDUBu8nW,Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,197986,69,power pop,0.774,0.75,11,-4.927,0.0412,0.00207,0.0000178,0.0808,0.927,118.015,4
6MYJv37Mpj5njLLbxKWNun,Crush,Bad Ideas,Tessa Violet,216266,54,,0.91,0.402,1,-9.55,0.0857,0.0297,0.00018,0.0801,0.825,135.993,4
7gQ5c5HY6zMsIck6QLY9dJ,Hurricane,Hello My Name Is...,Bridgit Mendler,243986,64,,0.757,0.825,7,-4.062,0.0701,0.0398,0.00000263,0.0798,0.446,95.01,4
4omKMytsN5mudpBbAsZPOQ,Noel's Lament,Ride the Cyclone: The Musical (World Premiere Cast Recording),"Kholby Wardell,Scott Redmond,The Ride the Cyclone World Premiere Cast Recording Ensemble",299562,56,musicals,0.38,0.268,9,-13.719,0.106,0.618,0,0.0798,0.47,86.973,3
24nJkTk9cSrVFOthgYdjzr,La Vie Boheme,RENT (Original Motion Picture Soundtrack),Cast Of The Motion Picture Rent,419200,43,musicals,0.499,0.766,8,-5.484,0.127,0.353,0,0.0791,0.401,135.159,4
60jzFy6Nn4M0iD1d94oteF,Rude Boy,Rated R,Rihanna,222920,73,,0.563,0.75,11,-4.496,0.127,0.113,0,0.0788,0.812,173.909,4
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,No Secrets,Carly Simon,258411,74,,0.66,0.68,0,-8.18,0.0313,0.153,0.0000067,0.0784,0.671,106.187,4
4vrLJML3DDi4kzSslXBUfo,Dear Arkansas Daughter,After,Lady Lamb,352866,1,,0.324,0.582,7,-6.613,0.0319,0.0217,0.0000264,0.0783,0.264,111.505,4
5XzG0GT1WntHu1N1T2UVDJ,Out Tonight,RENT (Original Motion Picture Soundtrack),Rosario Dawson,234093,42,musicals,0.534,0.911,9,-2.826,0.0441,0.000111,0.000406,0.078,0.681,139.02,4
5FMXrphygZ4z3gVDHGWxgl,Copacabana (At the Copa),Dance Vault Mixes - Copacabana (At The Copa),Barry Manilow,236760,62,adult standards,0.606,0.899,7,-6.412,0.0758,0.333,0.000102,0.0754,0.66,116.735,4
5VJPBUVqxzLWmzzlJZy4r2,Rollin’ Girl,Exit Tunes Presents Supernova,wowaka,194000,0,vocaloid,0.498,0.848,0,-3.091,0.038,0.00466,0,0.0753,0.319,97.516,4
5faELzEtAxE5uGiRZd8mGO,Chocolate Salty Balls (From South Park),Chocolate Salty Balls (From South Park),Geek Music,201939,21,anime,0.783,0.568,1,-10.564,0.0519,0.0773,0,0.0749,0.804,121.169,4
2jQ1P0aGT4WkNyJCeoQnb9,PUNK TACTICS,PUNK TACTICS,Joey Valence & Brae,143609,66,,0.69,0.967,1,-1.752,0.377,0.0157,0,0.0742,0.513,97.974,4
58ge6dfP91o9oXMzq3XkIS,505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,253586,76,"indie,garage rock",0.52,0.852,0,-5.866,0.0543,0.00237,0.0000579,0.0733,0.234,140.267,4
3pYDZTJM2tVBUhIRifWVzI,Blow,Cannibal (Expanded Edition),Kesha,219973,67,,0.753,0.729,11,-3.862,0.0392,0.00334,0.0000566,0.073,0.812,120.013,4
6L33GgWMpd53M1vldLstrW,Bill Nye the Science Guy,Saturday Morning Acapella: Volume 4,Mr Dooves,31307,0,,0.73,0.671,0,-10.1,0.0376,0.155,0.0157,0.0726,0.974,130.842,4
3FD23QWCO0aP7fzKXHCDE8,The Red Means I Love You,Sunset on Summerville,Madds Buckley,233979,62,,0.282,0.302,2,-11.513,0.0344,0.0944,0.00000207,0.0726,0.19,78.881,4
6ic8OlLUNEATToEFU3xmaH,Gimme More,Blackout,Britney Spears,251240,78,pop,0.788,0.844,2,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324,4
7jk7gqyEonmVVYahZN5zhW,Circus,Circus (Deluxe Version),Britney Spears,192360,73,pop,0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98,4
4Phnrzy56Yt0VNooKCwr3p,I Want You,"Retired from Sad, New Career in Business",Mitski,183792,0,,0.286,0.292,3,-11.294,0.0362,0.514,0,0.0713,0.0635,131.58,3
0k2GOhqsrxDTAbFFSdNJjT,Temperature,The Trinity,Sean Paul,218573,76,dancehall,0.951,0.6,0,-4.675,0.0685,0.106,0,0.0712,0.822,125.04,4
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Merry Christmas,Mariah Carey,241106,74,christmas,0.336,0.627,7,-7.463,0.0384,0.164,0,0.0708,0.35,150.273,4
7qFg0joTjCiYOvzrt9nNtg,"Bad, Bad Leroy Brown",Photographs & Memories: His Greatest Hits,Jim Croce,180506,0,"folk rock,singer-songwriter",0.663,0.844,7,-6.211,0.0421,0.459,0,0.0701,0.817,148.013,4
2kA1PbyuNbykKsggpTHYjZ,Camel by Camel - Mix Vocal,People From Ibiza (The Very Best),Sandy Marton,355510,0,"italo disco,italo dance",0.65,0.932,11,-6.663,0.0382,0.0375,0.634,0.0701,0.93,109.96,4
77G0k1La0c5Dw8bAFANcyp,Sports,Sports,Beach Bunny,164165,4,,0.231,0.877,9,-5.278,0.0574,0.000653,0.026,0.0694,0.524,186.142,4
1ZihB5lgvfs5k3jON9wb3s,Join Us for a Bite - Remastered,Join Us for a Bite (Remastered),"JT Music,Andrea Storm Kaden",249767,37,nerdcore,0.56,0.804,8,-4.476,0.0507,0.0205,0,0.0692,0.427,171.888,4
2iQPYDwqxSan9N7Xg3venf,Vending Machine of Love,Vending Machine of Love (Theme from OnlyCans),The Stupendium,263225,53,nerdcore,0.713,0.905,10,-2.824,0.189,0.237,0,0.0691,0.685,93.04,4
0OPyDgTRuIdCJ9B4bYSths,Hotel Room Service,Pitbull Starring In Rebelution,Pitbull,237600,72,,0.85,0.631,1,-8.401,0.227,0.00684,0.000406,0.0679,0.738,126.002,4
7vWaeCBcobKgzJgbOl23KU,Bullet,American Tragedy (Deluxe Edition),Hollywood Undead,197813,58,"rap rock,rap metal",0.681,0.833,4,-4.334,0.122,0.179,0,0.0677,0.888,184.977,4
4AFsRbaLKRWo3dDtjDFA2V,Me and Your Mama,"Awaken, My Love!",Childish Gambino,379226,26,,0.545,0.442,5,-12.111,0.0352,0.0104,0.0271,0.0664,0.242,118.073,3
27K0tchvM5KszaSJEX7fj5,Witch Doctor,Alvin And The Chipmunks (Original Motion Picture Soundtrack),Chris Classic,182200,41,,0.832,0.928,1,-4.589,0.0571,0.0512,0.000224,0.0658,0.788,126.046,4
23nUNPrRMTUJNAHtPrL0Vp,Squidward Nose,Squidward Nose,cupcakKe,189863,0,,0.904,0.861,4,-5.132,0.249,0.252,0,0.0644,0.683,103.978,4
4Ls53fBNVfaXTROBi6X8Hw,Just Wanna Rock,Pink Tape,Lil Uzi Vert,123890,64,melodic rap,0.485,0.545,11,-7.924,0.0336,0.0651,0.00547,0.0642,0.0385,150.185,4
55MIRLbZzpYSmMlRt9ZDWM,30/90,"tick, tick... BOOM! (Soundtrack from the Netflix Film)","Andrew Garfield,Joshua Henry,Vanessa Hudgens,Robin de Jesus,Alexandra Shipp,MJ Rodriguez",262505,55,musicals,0.466,0.789,0,-5.956,0.0663,0.0146,0,0.0637,0.36,175.772,4
1o82DwNisONAd2mu1RcGE6,Margaret (feat. Bleachers),Did you know that there's a tunnel under Ocean Blvd,"Lana Del Rey,Bleachers",339890,76,,0.34,0.245,9,-13.352,0.0319,0.969,0.0992,0.0633,0.192,103.777,4
629DixmZGHc7ILtEntuiWE,LUNCH,HIT ME HARD AND SOFT,Billie Eilish,179586,81,,0.893,0.4,11,-7.981,0.0643,0.0452,0.0823,0.0632,0.945,124.987,4
06ioYJ99HHjzRk8HrGfkKS,Drugs,Drugs,UPSAHL,155866,54,,0.883,0.415,6,-8.571,0.174,0.35,0,0.063,0.318,76.986,4
4P6BuLsqtg5uISdE77ypI9,Ayy Ladies (feat. Tyga),From Day 1,"Travis Porter,Tyga",211293,61,,0.905,0.782,10,-3.604,0.164,0.096,0,0.0623,0.798,96.055,4
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,reputation,Taylor Swift,236413,78,,0.615,0.534,9,-6.719,0.0386,0.106,0.0000176,0.0607,0.193,135.917,4
2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Loud (Japan Version),Rihanna,235493,79,,0.789,0.706,11,-4.233,0.0429,0.112,0.0000171,0.0586,0.638,125.918,4
7AHhmlNBa9JZ7y9XgPrt6t,The Ballad of Sara Berry,35MM: A Musical Exhibition (Original Cast Recording),"Lindsay Mendez,35MM: A Musical Exhibition Original Cast",289586,39,musicals,0.772,0.615,8,-7.983,0.0633,0.113,0,0.0581,0.704,119.962,4
6XbBU3T9aPA4EtxC9dyMMv,Pokerface,Welcome To South Park,XtraGreen_,215510,0,,0.902,0.778,8,-9.43,0.0808,0.206,0,0.0575,0.73,119.025,4
3WSOUb3U7tqURbBSgZTrZX,Casual,The Rise and Fall of a Midwest Princess,Chappell Roan,232796,79,,0.508,0.411,1,-6.95,0.0269,0.226,0,0.0571,0.34,131.008,4
0z3XcxcrqvWe36Dtgiqrh0,Revenge,Revenge,"Captainsparklez,Tryhardninja",220208,52,,0.748,0.83,7,-3.2,0.0527,0.227,0,0.0564,0.761,119.939,4
2Msuiqt9sZojSKLVZcJp1l,Chop Chop Slide,Bang! Pow! Boom! Nuclear,Insane Clown Posse,362693,56,"horrorcore,rap rock",0.964,0.785,7,-2.222,0.224,0.113,0.00000539,0.0563,0.524,122.997,4
